category,text
comp.os.ms-windows.misc,"
I think you may be chasing the wrong problem.  I don't think it is the
function overloading at all-- I do that sort of thing all of the time
in BC++ without a hitch.  The big problems I have encountered in
porting MFC to BC++ is that fact that MFC _depends_ on a couple of
invalid C++ assumptions.

I have never gotten the _entire_ ctrltest app to run under BC++, but
the reason is that MS makes some bad assumptions about the order in
which static/global objects are initialized (i.e. some objects are
getting accessed before they are initialized).  The problem is in the
owner-draw menu code somewhere-- if you comment out that section, all
other pieces of ctrltest work fine.

Two other major gotchas I have found using MFC under BC++:

- The CFile::OpenFlags enum uses hard-coded numbers for the open mode,
  rather than the manifest constants defined in fcntrl.h (which differ
  between MSC and BC).

- All of the MFC collection classes depend on another bad C++
  assumption-- that a reference to a base object can used be in place
  of a reference to a derived object (true for pointers, NOT for
  references).

I am sure there are other problems along the same lines, but I have
not encountered them (yet).  I have not seen MFC 2.0 yet, but I hope
that some of these will be addressed.  If they are not, all of MS's
hype about portability to other vendor's compilers will be just that.
"
comp.graphics,"
Hi Noel,

I've made some attempts to write a converter that reads Adobe Type 1 fonts,
triangulates them, bevelizes them and extrudes them to result in a generic
3d object which could be used with PoV f.i.

The problem I'm currently stuck on is that theres no algorithm which
triangulates any arbitrary polygonal shape. Delaunay seems to be limited
to convex hulls. Constrained delaunay may be okay, but I have no code
example of how to do it.

Another way to do the bartman may be

- TGA2POV
- A selfmade variation of this, using heightfields.

  Create a b/w picture (BIG) of the text you need, f.i. using a PostScript
  previewer. Then, use this as a heightfield. If it is white on black,
  the heightfield is exactly the images white parts (it's still open
  on the backside). To close it, mirror it and compound it with the original.

Example:

object {
   union {
      height_field { gif ""abp2.gif"" }
      height_field { gif ""abp2.gif"" scale <1 -1 1>}
   }
   texture {
      Glass
   }
   translate <-0.5 0 -0.5>      //center
   rotate <-90 0 0>             // rotate upwards
   scale  <10 5 100>            // scale bigger and thicker
   translate <0 2 0>            // final placement
}


abp2.gif is a GIF of arbitrary size containing ""ABP"" black on white in
Times-Roman 256 points.
"
rec.sport.hockey,"
                     ^^^^^^^^^^^^^^^^^^^^^^

Soderstrom plays with Philly, but he doesn't have a moulded mask.
He's got the helmet and cage variety, in white.  Or at least that's
what he wore thirteen hours ago.
"
sci.electronics,"I would like to experiment with the INTEL 8051 family.  Does anyone out  
there know of any good FTP sites that might have compiliers, assemblers,  
etc.?
"
sci.electronics,"Does anyone know what processor the Atari 2600 used? What I'm looking for is th
e pin-outs for the Atari 2600.... the schematics for it it... does anyone have
any idea where I could find this or any related information? This is very impor
tant. Also, are the ROM chips that were used fo rthe 2600 games still available
, or were they propreitary? Please email me with any responces, as this is very
 important.. Thanks a million...

BTW- Anyone who works/has worked for Atari, I could really use your help with i
nfo on the old 2600, please email me if you are willing to help me.... thatnks
alot!!"
talk.politics.mideast,"

Is this a figment of your imagination? Here is another one:


 Source: ""Mitteilungsblatt, Berlin, December 1939, Nr. 2 and 5-6""

 Yet another historical fact: a fact that for years has been deliberately 
 forgotten, concealed, and wiped from memory - the fact of Armenian-Nazi 
 collaboration.

 A magazine called Mitteilungsblatt der Deutsch-Armenischen Gesselschaft
 is the clearest and most definite proof of this collaboration. The 
 magazine was first published in Berlin in 1938 during Nazi rule of Germany
 and continued publication until the end of 1944. Even the name of the
 magazine, which implies a declaration of Armenian-Nazi cooperation,
 is attention-getting.

 This magazine, every issue of which proves the collaboration, is historically
 important as documentary evidence. It is a heap of writing that should be
 an admonition to world opinion and to all mankind. 

 In Nazi Germany, Armenians were considered to be an Aryan race and certain
 political, economic, and social rights were thus granted to them. They 
 occupied positions in public service and were partners in Nazi practices.
 The whole world of course knows what awaited those who were not considered 
 ""Aryan"" and what befell them.


Serdar Argic"
sci.electronics,"
Not hard, you can do the refreshing and access cycles by software, but
this hogs most of the available CPU cycles on a low-end controller.
I've seen some application note from Philips that used one of their
8051 derivatives as a printer buffer, with up to 1MB of dynamic ram
that was accessed and refreshed with software bit-banging.

Another alternative would be to use one of those nice DRAM controller
chips that ""create static RAM appearance"" and all that, but they may
be too expensive to make it worthwhile."
comp.os.ms-windows.misc,"As the subjects says, Windows 3.1 keeps crashing (givinh me GPF) on me of  
late.  It was never a very stable package, but now it seems to crash every  
day.  The worst part about it is that it does not crash consistently: ie I  
can't reproduce crashes, and they are not always GPF's in the same  
application. Sometimes I can recover by simply closing the application  
that caused an error, but other times, windows acts very strange, and I  
need to re-boot.

Some background:  I have a Leading Edge 486sx25 with Phoenix BIOS.  When I  
first got it it had 4Mg of memory.  It ran windows fine (not too many  
GPF's).  Then, a couple of weekends ago, I installed Lotus 123 for windows  
(with ATM), a game card and an additional 4  1Mg SIMMS.  The Leading edge  
machine is kind of strange, in that it has the IDE controler built into  
the motherboard, the CPU is actually on a sparate board that plugs into  
the motherboard and the SIMMS it uses are Macintosh SIMMS! Apparently I  
was told that the Leading Edge had the parity bit built into the mother  
board.  The original 4Mg 80ns SIMMS where of the 2 chip variety from  
SAMSUNG, and the ones I installed are 8 chip SIMMS. They are recognized  
fine by the BIOS RAM check. The game card is a generic $20 gamecard.

The reason why I mention the hardware like this is that sometimes  
rebooting the machine using the reset button or ctl-alt-del still leaves  
the machine kind of flaky, but turning it on and off doesn't. 

I haven't tried taking out the RAM or the game card, because as I said  
these GPF are not reproducible at will.  I have gone through and entire  
day using the computer with no problems and then I might get 5 or so GPF's  
in the sppace of 20 minutes?

What can I do.  This situation is most annoying... Are there any good  
diagnostic tools for hardware? Do you think that this might be a software  
problem (ie EMM386 etc.)? If it helps, i have manage to get GPF's on After  
Dark, quicken, Paint shop pro. A lot of them have been in user.exe or  
gdi.exe.

Any help is truly appreciated.....

-Eric"
rec.motorcycles,"
A note to users of Plexi-Fairings:

If the light hits some of these just right, they become a giant magnifing 
glass and will melt a hole in your guage pod!  

 ----===== DoD #8177 = Technician(Dr. Speed) .NOT. Student =====----"
rec.motorcycles,"
On the back might be tricky, but here in Boulder, there is a guy 
that can always be seen with his Golden Retriever in the sidecar.
Of course, the dog is always wearing WWII style goggles (no joke)
"
talk.politics.misc,"Here is a press release from the Reserve Officers Association.

 Reserve Officers Say Demographics Ignored in Nominations to
Close Naval, Marine Reserve Centers
 To: National Desk, Defense Writer
 Contact: Herbert M. Hart of the Reserve Officers Association of
          the United States, 202-479-2258

   WASHINGTON, April 13 /U.S. Newswire/ -- The Reserve Officers
Association of the United States has alerted the Defense Base
Realignment and Closure Commission that the services failed to give
sufficient weight to demographics in recommendations made to close
56 Naval and Marine Corps Reserve centers.
   In letters to the closure commission and to all 86 members of
Congress with affected locations in their constituencies, including
Sen. Sam Nunn (D-Ga.), chairman of the Senate Armed Services
Committee, ROA charged that the developers of the Navy-Marine list
ignored demographics of the civilian population, particularly prior
service personnel.
   ROA's executive director, Maj. Gen. Evan L. Hultman, AUS (Ret.),
suggested ""concern that the only plausible alternative is that they
are intentionally attempting to foreclose the Naval Reserve
components from maintaining even today's relatively low level of
participation in their parent service's Total Force of the future.""
   He asked the commission ""to remove from consideration all
locations without sufficient and convincing demographic data to
warrant approval of the requested action.""
   ""Only a few of the 56 Naval and Marine Corps Reserve
installations on this list are large enough to have a significant
impact on the community, if closed,"" wrote Hultman.  ""The major
issue is the cumulative impact of moving or closing such a large
percentage of the existing locations.""
   Hultman reminded the commission, ""The fact that the vast
majority of the Reserve installations on this list do not come
close to meeting the minimal requirements for consideration in this
process certainly supports the thesis"" that these actions are
simply an attempt to foreclose a substantial role for the Navy and
Marine Corps Reserve.
   ROA also noted ""that at the end of the 1960s, when the number of
Naval Reservists was approximately the same as today, there were 480
Naval Reserve facilities.  If the Navy recommendations are
approved, there will be less than 200 Naval Reserve facilities.""
   Facilities on the list include seven Naval Air Stations ranging
from South Weymouth, Mass., to Alameda, Calif., 28 Naval
Reserve Centers in Macon, Ga., and Parkersburg, W.Va., to
Missoula and Great Falls. Mont.  Naval/Marine Corps Reserve
Centers include four in San Francisco, Fort Wayne, Ind.,
Billings, Mont., and Abilene, Texas.
   A major Marine Reserve Center on the list is that at El
Toro, Calif., plus six others.
 -30-"
comp.windows.x,"..deleted...

In plain Motify using a dialog 'in-line' like this simply isn't done. You need
to set callbacks from the buttons/widgets in your dialog and let the callback routines
do the work. In the callbacks you can then carry on the flow of logic. 

XView from Sun actually supports this very neatly with a 'Notify' box, which can
return a status in-line, it does actualy ease coding but goes against the event
driven style of an application.

Summary: Redesign required.

"
alt.atheism,": Are you saying that their was a physical Adam and Eve, and that all
: humans are direct decendents of only these two human beings.?  Then who
: were Cain and Able's wives?  Couldn't be their sisters, because A&E
: didn't have daughters.  Were they non-humans?

Genesis 5:4

and the days of Adam after he begat Seth were eight hundred years, and
he begat sons and daughters:"
comp.graphics,": Currently, I use a shareware program called Graphics Workshop.
: What kinds of things will Hijaak do that these shareware programs
: will not do?

I also use Graphic Workshop and the only differences that I know of are that
Hijaak has screen capture capabilities and acn convert to/from a couple of
more file formats (don't know specifically which one).  In the April 13
issue of PC Magazine they test the twelve best selling image capture/convert
utilities, including Hijaak."
